REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,ALUPLANT,WATER,1,2024,0.0088
Globe,ALUPLANT,WATER,1,2025,0.0089
Globe,ALUPLANT,WATER,1,2026,0.009
Globe,ALUPLANT,WATER,1,2027,0.009
Globe,ALUPLANT,WATER,1,2028,0.0091
Globe,ALUPLANT,WATER,1,2029,0.0091
Globe,ALUPLANT,WATER,1,2030,0.0092
Globe,ALUPLANT,WATER,1,2031,0.0093
Globe,ALUPLANT,WATER,1,2032,0.0093
Globe,ALUPLANT,WATER,1,2033,0.0094
Globe,ALUPLANT,WATER,1,2034,0.0094
Globe,ALUPLANT,WATER,1,2035,0.0095
Globe,ALUPLANT,WATER,1,2036,0.0096
Globe,ALUPLANT,WATER,1,2037,0.0096
Globe,ALUPLANT,WATER,1,2038,0.0097
Globe,ALUPLANT,WATER,1,2039,0.0097
Globe,ALUPLANT,WATER,1,2040,0.0098
Globe,ALUPLANT,WATER,1,2041,0.0099
Globe,ALUPLANT,WATER,1,2042,0.0099
Globe,ALUPLANT,WATER,1,2043,0.01
Globe,ALUPLANT,WATER,1,2044,0.01
Globe,ALUPLANT,WATER,1,2045,0.0101
Globe,ALUPLANT,WATER,1,2046,0.0102
Globe,ALUPLANT,WATER,1,2047,0.0102
Globe,ALUPLANT,WATER,1,2048,0.0103
Globe,ALUPLANT,WATER,1,2049,0.0103
Globe,ALUPLANT,WATER,1,2050,0.0104
Globe,ALUPLANT,WATER,1,2051,0.0104
Globe,ALUPLANT,WATER,1,2052,0.0104
Globe,ALUPLANT,WATER,1,2053,0.0104
Globe,ALUPLANT,WATER,1,2054,0.0104
Globe,ALUPLANT,WATER,1,2055,0.0104
Globe,ALUPLANT,WATER,1,2056,0.0104
Globe,ALUPLANT,WATER,1,2057,0.0104
Globe,ALUPLANT,WATER,1,2058,0.0104
Globe,ALUPLANT,WATER,1,2059,0.0104
Globe,ALUPLANT,WATER,1,2060,0.0104
Globe,ALUPLANT,WATER,1,2061,0.0104
Globe,ALUPLANT,WATER,1,2062,0.0104
Globe,ALUPLANT,WATER,1,2063,0.0104
Globe,ALUPLANT,WATER,1,2064,0.0104
Globe,ALUPLANT,WATER,1,2065,0.0104
Globe,ALUPLANT,WATER,1,2066,0.0104
Globe,ALUPLANT,WATER,1,2067,0.0104
Globe,ALUPLANT,WATER,1,2068,0.0104
Globe,ALUPLANT,WATER,1,2069,0.0104
Globe,ALUPLANT,WATER,1,2070,0.0104
Globe,C1BMCHP00,WATER,1,2010,0.0014
Globe,C1BMCHP00,WATER,1,2011,0.0014
Globe,C1BMCHP00,WATER,1,2012,0.0014
Globe,C1BMCHP00,WATER,1,2013,0.0014
Globe,C1BMCHP00,WATER,1,2014,0.0014
Globe,C1BMCHP00,WATER,1,2015,0.0014
Globe,C1BMCHP00,WATER,1,2016,0.0014
Globe,C1BMCHP00,WATER,1,2017,0.0014
Globe,C1BMCHP00,WATER,1,2018,0.0014
Globe,C1BMCHP00,WATER,1,2019,0.0014
Globe,C1BMCHP00,WATER,1,2020,0.0014
Globe,C1BMCHP00,WATER,1,2021,0.0014
Globe,C1BMCHP00,WATER,1,2022,0.0014
Globe,C1BMCHP00,WATER,1,2023,0.0014
Globe,C1BMCHP00,WATER,1,2024,0.0014
Globe,C1BMCHP00,WATER,1,2025,0.0014
Globe,C1BMCHP00,WATER,1,2026,0.0014
Globe,C1BMCHP00,WATER,1,2027,0.0014
Globe,C1BMCHP00,WATER,1,2028,0.0014
Globe,C1BMCHP00,WATER,1,2029,0.0014
Globe,C1BMCHP00,WATER,1,2030,0.0014
Globe,C1BMCHP00,WATER,1,2031,0.0014
Globe,C1BMCHP00,WATER,1,2032,0.0014
Globe,C1BMCHP00,WATER,1,2033,0.0014
Globe,C1BMCHP00,WATER,1,2034,0.0014
Globe,C1BMCHP00,WATER,1,2035,0.0014
Globe,C1BMCHP00,WATER,1,2036,0.0014
Globe,C1BMCHP00,WATER,1,2037,0.0014
Globe,C1BMCHP00,WATER,1,2038,0.0014
Globe,C1BMCHP00,WATER,1,2039,0.0014
Globe,C1BMCHP00,WATER,1,2040,0.0014
Globe,C1BMCHP00,WATER,1,2041,0.0014
Globe,C1BMCHP00,WATER,1,2042,0.0014
Globe,C1BMCHP00,WATER,1,2043,0.0014
Globe,C1BMCHP00,WATER,1,2044,0.0014
Globe,C1BMCHP00,WATER,1,2045,0.0014
Globe,C1BMCHP00,WATER,1,2046,0.0014
Globe,C1BMCHP00,WATER,1,2047,0.0014
Globe,C1BMCHP00,WATER,1,2048,0.0014
Globe,C1BMCHP00,WATER,1,2049,0.0014
Globe,C1BMCHP00,WATER,1,2050,0.0014
Globe,C1BMCHP00,WATER,1,2051,0.0014
Globe,C1BMCHP00,WATER,1,2052,0.0014
Globe,C1BMCHP00,WATER,1,2053,0.0014
Globe,C1BMCHP00,WATER,1,2054,0.0014
Globe,C1BMCHP00,WATER,1,2055,0.0014
Globe,C1BMCHP00,WATER,1,2056,0.0014
Globe,C1BMCHP00,WATER,1,2057,0.0014
Globe,C1BMCHP00,WATER,1,2058,0.0014
Globe,C1BMCHP00,WATER,1,2059,0.0014
Globe,C1BMCHP00,WATER,1,2060,0.0014
Globe,C1BMCHP00,WATER,1,2061,0.0014
Globe,C1BMCHP00,WATER,1,2062,0.0014
Globe,C1BMCHP00,WATER,1,2063,0.0014
Globe,C1BMCHP00,WATER,1,2064,0.0014
Globe,C1BMCHP00,WATER,1,2065,0.0014
Globe,C1BMCHP00,WATER,1,2066,0.0014
Globe,C1BMCHP00,WATER,1,2067,0.0014
Globe,C1BMCHP00,WATER,1,2068,0.0014
Globe,C1BMCHP00,WATER,1,2069,0.0014
Globe,C1BMCHP00,WATER,1,2070,0.0014
Globe,C1BMHTF03,WATER,1,2010,0.0014
Globe,C1BMHTF03,WATER,1,2011,0.0014
Globe,C1BMHTF03,WATER,1,2012,0.0014
Globe,C1BMHTF03,WATER,1,2013,0.0014
Globe,C1BMHTF03,WATER,1,2014,0.0014
Globe,C1BMHTF03,WATER,1,2015,0.0014
Globe,C1BMHTF03,WATER,1,2016,0.0014
Globe,C1BMHTF03,WATER,1,2017,0.0014
Globe,C1BMHTF03,WATER,1,2018,0.0014
Globe,C1BMHTF03,WATER,1,2019,0.0014
Globe,C1BMHTF03,WATER,1,2020,0.0014
Globe,C1BMHTF03,WATER,1,2021,0.0014
Globe,C1BMHTF03,WATER,1,2022,0.0014
Globe,C1BMHTF03,WATER,1,2023,0.0014
Globe,C1BMHTF03,WATER,1,2024,0.0014
Globe,C1BMHTF03,WATER,1,2025,0.0014
Globe,C1BMHTF03,WATER,1,2026,0.0014
Globe,C1BMHTF03,WATER,1,2027,0.0014
Globe,C1BMHTF03,WATER,1,2028,0.0014
Globe,C1BMHTF03,WATER,1,2029,0.0014
Globe,C1BMHTF03,WATER,1,2030,0.0014
Globe,C1BMHTF03,WATER,1,2031,0.0014
Globe,C1BMHTF03,WATER,1,2032,0.0014
Globe,C1BMHTF03,WATER,1,2033,0.0014
Globe,C1BMHTF03,WATER,1,2034,0.0014
Globe,C1BMHTF03,WATER,1,2035,0.0014
Globe,C1BMHTF03,WATER,1,2036,0.0014
Globe,C1BMHTF03,WATER,1,2037,0.0014
Globe,C1BMHTF03,WATER,1,2038,0.0014
Globe,C1BMHTF03,WATER,1,2039,0.0014
Globe,C1BMHTF03,WATER,1,2040,0.0014
Globe,C1BMHTF03,WATER,1,2041,0.0014
Globe,C1BMHTF03,WATER,1,2042,0.0014
Globe,C1BMHTF03,WATER,1,2043,0.0014
Globe,C1BMHTF03,WATER,1,2044,0.0014
Globe,C1BMHTF03,WATER,1,2045,0.0014
Globe,C1BMHTF03,WATER,1,2046,0.0014
Globe,C1BMHTF03,WATER,1,2047,0.0014
Globe,C1BMHTF03,WATER,1,2048,0.0014
Globe,C1BMHTF03,WATER,1,2049,0.0014
Globe,C1BMHTF03,WATER,1,2050,0.0014
Globe,C1BMHTF03,WATER,1,2051,0.0014
Globe,C1BMHTF03,WATER,1,2052,0.0014
Globe,C1BMHTF03,WATER,1,2053,0.0014
Globe,C1BMHTF03,WATER,1,2054,0.0014
Globe,C1BMHTF03,WATER,1,2055,0.0014
Globe,C1BMHTF03,WATER,1,2056,0.0014
Globe,C1BMHTF03,WATER,1,2057,0.0014
Globe,C1BMHTF03,WATER,1,2058,0.0014
Globe,C1BMHTF03,WATER,1,2059,0.0014
Globe,C1BMHTF03,WATER,1,2060,0.0014
Globe,C1BMHTF03,WATER,1,2061,0.0014
Globe,C1BMHTF03,WATER,1,2062,0.0014
Globe,C1BMHTF03,WATER,1,2063,0.0014
Globe,C1BMHTF03,WATER,1,2064,0.0014
Globe,C1BMHTF03,WATER,1,2065,0.0014
Globe,C1BMHTF03,WATER,1,2066,0.0014
Globe,C1BMHTF03,WATER,1,2067,0.0014
Globe,C1BMHTF03,WATER,1,2068,0.0014
Globe,C1BMHTF03,WATER,1,2069,0.0014
Globe,C1BMHTF03,WATER,1,2070,0.0014
Globe,C1BMIGPCS,CO2EQ,1,2010,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2011,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2012,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2013,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2014,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2015,-0.278478121
Globe,C1BMIGPCS,CO2EQ,1,2016,-0.274081098
Globe,C1BMIGPCS,CO2EQ,1,2017,-0.269684075
Globe,C1BMIGPCS,CO2EQ,1,2018,-0.265287052
Globe,C1BMIGPCS,CO2EQ,1,2019,-0.260890029
Globe,C1BMIGPCS,CO2EQ,1,2020,-0.256493006
Globe,C1BMIGPCS,CO2EQ,1,2021,-0.251966659
Globe,C1BMIGPCS,CO2EQ,1,2022,-0.247440311
Globe,C1BMIGPCS,CO2EQ,1,2023,-0.242913964
Globe,C1BMIGPCS,CO2EQ,1,2024,-0.238387617
Globe,C1BMIGPCS,CO2EQ,1,2025,-0.23386127
Globe,C1BMIGPCS,CO2EQ,1,2026,-0.229334923
Globe,C1BMIGPCS,CO2EQ,1,2027,-0.224808576
Globe,C1BMIGPCS,CO2EQ,1,2028,-0.220282228
Globe,C1BMIGPCS,CO2EQ,1,2029,-0.215755881
Globe,C1BMIGPCS,CO2EQ,1,2030,-0.211229534
Globe,C1BMIGPCS,CO2EQ,1,2031,-0.210626021
Globe,C1BMIGPCS,CO2EQ,1,2032,-0.210022508
Globe,C1BMIGPCS,CO2EQ,1,2033,-0.209418995
Globe,C1BMIGPCS,CO2EQ,1,2034,-0.208815482
Globe,C1BMIGPCS,CO2EQ,1,2035,-0.208211969
Globe,C1BMIGPCS,CO2EQ,1,2036,-0.207608456
Globe,C1BMIGPCS,CO2EQ,1,2037,-0.207004943
Globe,C1BMIGPCS,CO2EQ,1,2038,-0.206401431
Globe,C1BMIGPCS,CO2EQ,1,2039,-0.205797918
Globe,C1BMIGPCS,CO2EQ,1,2040,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2041,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2042,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2043,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2044,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2045,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2046,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2047,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2048,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2049,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2050,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2051,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2052,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2053,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2054,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2055,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2056,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2057,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2058,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2059,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2060,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2061,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2062,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2063,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2064,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2065,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2066,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2067,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2068,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2069,-0.205194405
Globe,C1BMIGPCS,CO2EQ,1,2070,-0.205194405
Globe,C1BMIGPCS,WATER,1,2010,0.0111
Globe,C1BMIGPCS,WATER,1,2011,0.0111
Globe,C1BMIGPCS,WATER,1,2012,0.0111
Globe,C1BMIGPCS,WATER,1,2013,0.0111
Globe,C1BMIGPCS,WATER,1,2014,0.0111
Globe,C1BMIGPCS,WATER,1,2015,0.0111
Globe,C1BMIGPCS,WATER,1,2016,0.0111
Globe,C1BMIGPCS,WATER,1,2017,0.0111
Globe,C1BMIGPCS,WATER,1,2018,0.0111
Globe,C1BMIGPCS,WATER,1,2019,0.0111
Globe,C1BMIGPCS,WATER,1,2020,0.0111
Globe,C1BMIGPCS,WATER,1,2021,0.0111
Globe,C1BMIGPCS,WATER,1,2022,0.0111
Globe,C1BMIGPCS,WATER,1,2023,0.0111
Globe,C1BMIGPCS,WATER,1,2024,0.0111
Globe,C1BMIGPCS,WATER,1,2025,0.0111
Globe,C1BMIGPCS,WATER,1,2026,0.0111
Globe,C1BMIGPCS,WATER,1,2027,0.0111
Globe,C1BMIGPCS,WATER,1,2028,0.0111
Globe,C1BMIGPCS,WATER,1,2029,0.0111
Globe,C1BMIGPCS,WATER,1,2030,0.0111
Globe,C1BMIGPCS,WATER,1,2031,0.0111
Globe,C1BMIGPCS,WATER,1,2032,0.0111
Globe,C1BMIGPCS,WATER,1,2033,0.0111
Globe,C1BMIGPCS,WATER,1,2034,0.0111
Globe,C1BMIGPCS,WATER,1,2035,0.0111
Globe,C1BMIGPCS,WATER,1,2036,0.0111
Globe,C1BMIGPCS,WATER,1,2037,0.0111
Globe,C1BMIGPCS,WATER,1,2038,0.0111
Globe,C1BMIGPCS,WATER,1,2039,0.0111
Globe,C1BMIGPCS,WATER,1,2040,0.0111
Globe,C1BMIGPCS,WATER,1,2041,0.0111
Globe,C1BMIGPCS,WATER,1,2042,0.0111
Globe,C1BMIGPCS,WATER,1,2043,0.0111
Globe,C1BMIGPCS,WATER,1,2044,0.0111
Globe,C1BMIGPCS,WATER,1,2045,0.0111
Globe,C1BMIGPCS,WATER,1,2046,0.0111
Globe,C1BMIGPCS,WATER,1,2047,0.0111
Globe,C1BMIGPCS,WATER,1,2048,0.0111
Globe,C1BMIGPCS,WATER,1,2049,0.0111
Globe,C1BMIGPCS,WATER,1,2050,0.0111
Globe,C1BMIGPCS,WATER,1,2051,0.0111
Globe,C1BMIGPCS,WATER,1,2052,0.0111
Globe,C1BMIGPCS,WATER,1,2053,0.0111
Globe,C1BMIGPCS,WATER,1,2054,0.0111
Globe,C1BMIGPCS,WATER,1,2055,0.0111
Globe,C1BMIGPCS,WATER,1,2056,0.0111
Globe,C1BMIGPCS,WATER,1,2057,0.0111
Globe,C1BMIGPCS,WATER,1,2058,0.0111
Globe,C1BMIGPCS,WATER,1,2059,0.0111
Globe,C1BMIGPCS,WATER,1,2060,0.0111
Globe,C1BMIGPCS,WATER,1,2061,0.0111
Globe,C1BMIGPCS,WATER,1,2062,0.0111
Globe,C1BMIGPCS,WATER,1,2063,0.0111
Globe,C1BMIGPCS,WATER,1,2064,0.0111
Globe,C1BMIGPCS,WATER,1,2065,0.0111
Globe,C1BMIGPCS,WATER,1,2066,0.0111
Globe,C1BMIGPCS,WATER,1,2067,0.0111
Globe,C1BMIGPCS,WATER,1,2068,0.0111
Globe,C1BMIGPCS,WATER,1,2069,0.0111
Globe,C1BMIGPCS,WATER,1,2070,0.0111
Globe,C1BMLP000,CO2EQ,1,2010,0.0001
Globe,C1BMLP000,CO2EQ,1,2011,0.0001
Globe,C1BMLP000,CO2EQ,1,2012,0.0001
Globe,C1BMLP000,CO2EQ,1,2013,0.0001
Globe,C1BMLP000,CO2EQ,1,2014,0.0001
Globe,C1BMLP000,CO2EQ,1,2015,0.0001
Globe,C1BMLP000,CO2EQ,1,2016,0.0001
Globe,C1BMLP000,CO2EQ,1,2017,0.0001
Globe,C1BMLP000,CO2EQ,1,2018,0.0001
Globe,C1BMLP000,CO2EQ,1,2019,0.0001
Globe,C1BMLP000,CO2EQ,1,2020,0.0001
Globe,C1BMLP000,CO2EQ,1,2021,0.0001
Globe,C1BMLP000,CO2EQ,1,2022,0.0001
Globe,C1BMLP000,CO2EQ,1,2023,0.0001
Globe,C1BMLP000,CO2EQ,1,2024,0.0001
Globe,C1BMLP000,CO2EQ,1,2025,0.0001
Globe,C1BMLP000,CO2EQ,1,2026,0.0001
Globe,C1BMLP000,CO2EQ,1,2027,0.0001
Globe,C1BMLP000,CO2EQ,1,2028,0.0001
Globe,C1BMLP000,CO2EQ,1,2029,0.0001
Globe,C1BMLP000,CO2EQ,1,2030,0.0001
Globe,C1BMLP000,CO2EQ,1,2031,0.0001
Globe,C1BMLP000,CO2EQ,1,2032,0.0001
Globe,C1BMLP000,CO2EQ,1,2033,0.0001
Globe,C1BMLP000,CO2EQ,1,2034,0.0001
Globe,C1BMLP000,CO2EQ,1,2035,0.0001
Globe,C1BMLP000,CO2EQ,1,2036,0.0001
Globe,C1BMLP000,CO2EQ,1,2037,0.0001
Globe,C1BMLP000,CO2EQ,1,2038,0.0001
Globe,C1BMLP000,CO2EQ,1,2039,0.0001
Globe,C1BMLP000,CO2EQ,1,2040,0.0001
Globe,C1BMLP000,CO2EQ,1,2041,0.0001
Globe,C1BMLP000,CO2EQ,1,2042,0.0001
Globe,C1BMLP000,CO2EQ,1,2043,0.0001
Globe,C1BMLP000,CO2EQ,1,2044,0.0001
Globe,C1BMLP000,CO2EQ,1,2045,0.0001
Globe,C1BMLP000,CO2EQ,1,2046,0.0001
Globe,C1BMLP000,CO2EQ,1,2047,0.0001
Globe,C1BMLP000,CO2EQ,1,2048,0.0001
Globe,C1BMLP000,CO2EQ,1,2049,0.0001
Globe,C1BMLP000,CO2EQ,1,2050,0.0001
Globe,C1BMLP000,CO2EQ,1,2051,0.0001
Globe,C1BMLP000,CO2EQ,1,2052,0.0001
Globe,C1BMLP000,CO2EQ,1,2053,0.0001
Globe,C1BMLP000,CO2EQ,1,2054,0.0001
Globe,C1BMLP000,CO2EQ,1,2055,0.0001
Globe,C1BMLP000,CO2EQ,1,2056,0.0001
Globe,C1BMLP000,CO2EQ,1,2057,0.0001
Globe,C1BMLP000,CO2EQ,1,2058,0.0001
Globe,C1BMLP000,CO2EQ,1,2059,0.0001
Globe,C1BMLP000,CO2EQ,1,2060,0.0001
Globe,C1BMLP000,CO2EQ,1,2061,0.0001
Globe,C1BMLP000,CO2EQ,1,2062,0.0001
Globe,C1BMLP000,CO2EQ,1,2063,0.0001
Globe,C1BMLP000,CO2EQ,1,2064,0.0001
Globe,C1BMLP000,CO2EQ,1,2065,0.0001
Globe,C1BMLP000,CO2EQ,1,2066,0.0001
Globe,C1BMLP000,CO2EQ,1,2067,0.0001
Globe,C1BMLP000,CO2EQ,1,2068,0.0001
Globe,C1BMLP000,CO2EQ,1,2069,0.0001
Globe,C1BMLP000,CO2EQ,1,2070,0.0001
Globe,C1BMLP000,WATER,1,2010,0.0044
Globe,C1BMLP000,WATER,1,2011,0.0044
Globe,C1BMLP000,WATER,1,2012,0.0044
Globe,C1BMLP000,WATER,1,2013,0.0044
Globe,C1BMLP000,WATER,1,2014,0.0044
Globe,C1BMLP000,WATER,1,2015,0.0044
Globe,C1BMLP000,WATER,1,2016,0.0044
Globe,C1BMLP000,WATER,1,2017,0.0044
Globe,C1BMLP000,WATER,1,2018,0.0044
Globe,C1BMLP000,WATER,1,2019,0.0044
Globe,C1BMLP000,WATER,1,2020,0.0044
Globe,C1BMLP000,WATER,1,2021,0.0044
Globe,C1BMLP000,WATER,1,2022,0.0044
Globe,C1BMLP000,WATER,1,2023,0.0044
Globe,C1BMLP000,WATER,1,2024,0.0044
Globe,C1BMLP000,WATER,1,2025,0.0044
Globe,C1BMLP000,WATER,1,2026,0.0044
Globe,C1BMLP000,WATER,1,2027,0.0044
Globe,C1BMLP000,WATER,1,2028,0.0044
Globe,C1BMLP000,WATER,1,2029,0.0044
Globe,C1BMLP000,WATER,1,2030,0.0044
Globe,C1BMLP000,WATER,1,2031,0.0044
Globe,C1BMLP000,WATER,1,2032,0.0044
Globe,C1BMLP000,WATER,1,2033,0.0044
Globe,C1BMLP000,WATER,1,2034,0.0044
Globe,C1BMLP000,WATER,1,2035,0.0044
Globe,C1BMLP000,WATER,1,2036,0.0044
Globe,C1BMLP000,WATER,1,2037,0.0044
Globe,C1BMLP000,WATER,1,2038,0.0044
Globe,C1BMLP000,WATER,1,2039,0.0044
Globe,C1BMLP000,WATER,1,2040,0.0044
Globe,C1BMLP000,WATER,1,2041,0.0044
Globe,C1BMLP000,WATER,1,2042,0.0044
Globe,C1BMLP000,WATER,1,2043,0.0044
Globe,C1BMLP000,WATER,1,2044,0.0044
Globe,C1BMLP000,WATER,1,2045,0.0044
Globe,C1BMLP000,WATER,1,2046,0.0044
Globe,C1BMLP000,WATER,1,2047,0.0044
Globe,C1BMLP000,WATER,1,2048,0.0044
Globe,C1BMLP000,WATER,1,2049,0.0044
Globe,C1BMLP000,WATER,1,2050,0.0044
Globe,C1BMLP000,WATER,1,2051,0.0044
Globe,C1BMLP000,WATER,1,2052,0.0044
Globe,C1BMLP000,WATER,1,2053,0.0044
Globe,C1BMLP000,WATER,1,2054,0.0044
Globe,C1BMLP000,WATER,1,2055,0.0044
Globe,C1BMLP000,WATER,1,2056,0.0044
Globe,C1BMLP000,WATER,1,2057,0.0044
Globe,C1BMLP000,WATER,1,2058,0.0044
Globe,C1BMLP000,WATER,1,2059,0.0044
Globe,C1BMLP000,WATER,1,2060,0.0044
Globe,C1BMLP000,WATER,1,2061,0.0044
Globe,C1BMLP000,WATER,1,2062,0.0044
Globe,C1BMLP000,WATER,1,2063,0.0044
Globe,C1BMLP000,WATER,1,2064,0.0044
Globe,C1BMLP000,WATER,1,2065,0.0044
Globe,C1BMLP000,WATER,1,2066,0.0044
Globe,C1BMLP000,WATER,1,2067,0.0044
Globe,C1BMLP000,WATER,1,2068,0.0044
Globe,C1BMLP000,WATER,1,2069,0.0044
Globe,C1BMLP000,WATER,1,2070,0.0044
Globe,C1BMSCP00,WATER,1,2010,0.0139
Globe,C1BMSCP00,WATER,1,2011,0.0139
Globe,C1BMSCP00,WATER,1,2012,0.0139
Globe,C1BMSCP00,WATER,1,2013,0.0139
Globe,C1BMSCP00,WATER,1,2014,0.0139
Globe,C1BMSCP00,WATER,1,2015,0.0139
Globe,C1BMSCP00,WATER,1,2016,0.0139
