Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
GLUCOSE,1.75DS,World,Carbon Sequestration|Direct Air Capture,Gt CO2e/yr,-0.6630368700000001,-0.66303687,-0.6630368700000001,-0.6630368700000001,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.6630368700000001,-0.6630368699999999,-0.66303687,-0.66303687,-0.6630368700000001,-0.6630368700000001,-0.66303687,-0.66303687,-0.6630368700000002,-0.66303687,-0.6630368700000001,-0.6630368700000001,-0.66303687,-0.6630368700000001,-0.6630368700000002,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.6630368700000001,-0.66303687,-0.6630368700000001,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.6630368700000001,-0.6630368700000001,-0.66303687,-0.66303687,-0.66303687,-0.66303687,-0.6630368699999998,-0.6630368699999999,-0.66303687,-0.66303687,-0.66303687,-0.6630368699999999
GLUCOSE,1.75DS,World,Electricity Use|Final,EJ/yr,47.9524209535635,49.83888402288755,51.66016665809172,53.417529727415754,55.11111236261993,56.743080978439856,59.72916660631296,61.695774154966486,63.63594180256422,65.53823263677548,67.44542519761215,67.63720271183502,67.82766637997402,68.02421317432223,68.2199359651416,68.4150311630185,68.6847315452404,68.95718704858666,69.21654689846865,69.46726497127246,69.71163708170053,70.96248532524442,72.21124037282844,73.45577776735175,74.69760908381045,75.92992217335316,76.91345183365587,77.89874073252166,78.88569050124168,79.8718275270537,80.86103536688975,82.85503464580098,84.82673631116624,86.820801529639,88.81385322443796,90.81061748048822,92.79341763856311,94.78050303559156,96.74819142083072,98.7123187459004,100.67905891657983,100.61915829617044,100.58034805072771,100.57390245649323,100.57507600579945,100.56975395759198,100.24864607022364,100.57390245649323,100.602838585255,100.59619782138027,100.6085141322126
GLUCOSE,1.75DS,World,Electricity Use|Industry,EJ/yr,8953.051193826312,9035.904606432397,9118.736240219534,9201.546701224837,9284.33715034462,9367.108142687808,9449.86368886554,9532.598490837432,9615.320662229718,9698.023976835448,9780.716373945246,9721.475852435971,9662.210127088887,9602.920039164432,9543.606417427378,9484.270408583645,9424.914008958129,9365.53442654039,9306.134992401883,9246.713581370748,9187.276969785327,9127.821634428416,9068.345006649526,9008.852988301514,8949.343811338978,8889.818821322933,8830.279757245971,8770.721697194129,8711.15255855958,8651.565373635194,8591.9679401248,8532.35541615279,8472.729184748312,8413.090809372383,8353.439399335619,8293.776627038651,8234.103549136342,8174.41556218687,8114.720021201337,8055.010172884336,7995.293327517133,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374
GLUCOSE,1.75DS,World,Electricity Use|Land,EJ/yr,1848.7430903958862,1871.956332745543,1895.7647864375,1918.9780287871579,1942.7864824791134,1969.8099580766616,1999.2417010158056,2028.331440422716,2057.7631833618593,2086.8529227687704,2116.879877050213,2066.827606174006,2017.6354787413745,1971.202664158253,1924.5534774147736,1879.5900441898884,1835.8836415630276,1792.8617712651053,1750.68680034734,1708.7578123188973,1668.725828037338,1628.0889520252435,1588.4937779598572,1549.5011912654866,1510.7418974795353,1471.824877418879,1433.6403755895851,1395.7436764244715,1357.8489953214387,1319.552363248246,1282.2248775584587,1243.8346427092856,1205.7435212090431,1167.00858081883,1143.4347773067416,1128.182726417962,1113.662580353852,1099.5632689197141,1085.8119167628372,1072.1214391618282,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073
GLUCOSE,1.75DS,World,Electricity Use|Transport,EJ/yr,0.4980986999999999,0.5048676900000001,0.5131615999999999,0.5196588400000001,0.5260256400000001,0.53388475,0.6318569600000001,0.64200501,0.6503672599999999,0.75331179,0.7638108000000001,0.7810632000000001,0.7983156,0.8139996000000002,1.0398491999999997,1.0602383999999998,1.0837643999999997,1.1088588,1.1339532000000003,1.1590476,2.360442,2.4137676000000003,2.4670932000000003,2.5204188000000007,3.845397162297285,3.929694467507461,4.841330006012421,5.925112283063826,6.914070501567925,7.923975432518574,9.068587086665591,10.2228540312344,11.266703966515497,12.296887344503155,13.343994022602056,14.397689972773168,17.167938107238406,18.181157266299987,18.459204467313416,18.5908993606555,19.57558250129034,19.575582501290352,19.575582501290338,19.575582501290345,19.575582501290338,19.575582501290338,19.575582501290338,19.575582501290338,19.575582501290338,19.575582501290338,19.575582501290338
GLUCOSE,1.75DS,World,Emissions|CO2|AFOLU,Gt CO2e/yr,4.899566956418312,4.922742519629067,4.946512328050353,4.9689578774034295,4.990162828416824,5.035499544165239,5.098912572490349,5.1558210450388415,5.2192340733639515,5.276142545912447,5.340085698012893,5.229640607639072,5.122085957561639,5.024916773356758,4.923486217029082,4.825399205892112,4.735826460474943,4.642822565635947,4.552180923851673,4.463296391275315,4.382887746165585,4.297961114074006,4.215315426884116,4.1395997967665,4.060172113523058,3.981800835678882,3.9052315754811997,3.834854550485179,3.7606484969009126,3.6871078766121017,3.6200653955957396,3.5483174892636526,3.4777511198717734,3.4074933398139837,3.3560284389342296,3.3083220607308377,3.2620610016113316,3.2212167431703396,3.1770980284520047,3.133749794792745,3.091678906849149,3.091678906849149,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495,3.0916789068491495
GLUCOSE,1.75DS,World,Emissions|CO2|Energy and Industrial Processes,Gt CO2e/yr,30.866670236275453,31.102305336427044,31.33793985882393,31.573492825904793,31.70929075487393,31.846187097557166,31.855912922919213,31.776241352223497,31.696572895386353,31.61690657979204,31.537336153234723,30.95587359644675,30.375117838472207,29.643831772315114,28.91254145019449,28.181269903324193,27.449993969524105,27.096940396006563,26.641552897659075,25.989738047079058,25.165971065107605,24.56781888592599,23.79004457311588,23.0053402032335,22.223357886476943,21.44130916432114,20.657458424518797,19.867415449514816,19.081211503099084,18.294332123387907,17.499954604404248,16.901232510736346,16.30132888012823,15.70111666018602,15.082111561065773,14.458347939269162,13.83413899838867,13.204513256829662,12.578161971547994,11.951040205207256,11.322631093150854,11.322631093150843,11.322631093150857,11.32263109315086,11.322631093150854,11.322631093150857,11.32263109315085,11.322631093150854,11.32263109315085,11.322631093150854,11.32263109315085
GLUCOSE,1.75DS,World,Emissions|CO2|Energy|Supply,Gt CO2e/yr,29.762546342519144,29.98840379376324,30.214260960409963,30.44003768673209,30.567157241895828,30.69428162654404,30.694235681965708,30.604793345654727,30.515354221888003,30.42591824831966,30.336578225534083,29.766282070039516,29.195582544660937,28.474358179836297,27.753134109999998,27.03193411,26.31073411,25.968770740826802,25.52345455690227,24.881715766788968,24.06802908848192,23.479961804944335,22.712277308349293,21.937667177392083,21.16669474106267,20.394735520241646,19.620978297956285,18.841033530965984,18.06493167140943,17.288158930594804,16.50389181348673,15.91610494997289,15.326307289513036,14.736205415807664,14.127314364309589,13.513669039590294,12.899581974237623,12.280829354037618,11.664595747291507,11.047595812500905,10.42931200647878,10.429312006478769,10.429312006478785,10.429312006478789,10.429312006478781,10.429312006478785,10.429312006478778,10.429312006478781,10.429312006478778,10.429312006478781,10.429312006478778
GLUCOSE,1.75DS,World,Emissions|CO2|Industrial Processes,Gt CO2e/yr,1.1041238937563085,1.1139015426638004,1.123678898413967,1.1334551391726995,1.1421335129781007,1.1519054710131247,1.1616772409535068,1.1714480065687751,1.181218673498351,1.1909883314723833,1.2007579277006444,1.1895915264072343,1.179535293811265,1.1694735924788153,1.1594073401944862,1.1493357933241868,1.1392598595241057,1.1281696551797626,1.1180983407568093,1.1080222802900896,1.0979419766256866,1.0878570809816552,1.077767264766586,1.067673025841418,1.0566631454142703,1.0465736440794993,1.0364801265625152,1.0263819185488348,1.0162798316896535,1.0061731927930986,0.9960627909175138,0.985127560763459,0.9750215906151972,0.9649112443783577,0.9547971967561845,0.9446788996788691,0.9345570241510462,0.9236839027920436,0.9135662242564858,0.9034443927063512,0.8933190866720727,0.8933190866720727,0.8933190866720728,0.8933190866720727,0.8933190866720728,0.8933190866720727,0.8933190866720727,0.8933190866720727,0.8933190866720728,0.8933190866720728,0.8933190866720728
GLUCOSE,1.75DS,World,Final Energy|Industry|Solids|Coal,EJ/yr,8953.051193826312,9035.904606432397,9118.736240219534,9201.546701224837,9284.33715034462,9367.108142687808,9449.86368886554,9532.598490837432,9615.320662229718,9698.023976835448,9780.716373945246,9721.475852435971,9662.210127088887,9602.920039164432,9543.606417427378,9484.270408583645,9424.914008958129,9365.53442654039,9306.134992401883,9246.713581370748,9187.276969785327,9127.821634428416,9068.345006649526,9008.852988301514,8949.343811338978,8889.818821322933,8830.279757245971,8770.721697194129,8711.15255855958,8651.565373635194,8591.9679401248,8532.35541615279,8472.729184748312,8413.090809372383,8353.439399335619,8293.776627038651,8234.103549136342,8174.41556218687,8114.720021201337,8055.010172884336,7995.293327517133,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374,7995.295639437374
GLUCOSE,1.75DS,World,Final Energy|Other Sector|Solids|Coal,EJ/yr,1848.7430903958862,1871.956332745543,1895.7647864375,1918.9780287871579,1942.7864824791134,1969.8099580766616,1999.2417010158056,2028.331440422716,2057.7631833618593,2086.8529227687704,2116.879877050213,2066.827606174006,2017.6354787413745,1971.202664158253,1924.5534774147736,1879.5900441898884,1835.8836415630276,1792.8617712651053,1750.68680034734,1708.7578123188973,1668.725828037338,1628.0889520252435,1588.4937779598572,1549.5011912654866,1510.7418974795353,1471.824877418879,1433.6403755895851,1395.7436764244715,1357.8489953214387,1319.552363248246,1282.2248775584587,1243.8346427092856,1205.7435212090431,1167.00858081883,1143.4347773067416,1128.182726417962,1113.662580353852,1099.5632689197141,1085.8119167628372,1072.1214391618282,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073,1059.0878984331073
GLUCOSE,1.75DS,World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,9.508450896000001,12.452841071999998,14.875728412635173,14.464688188635172,12.7756941261075,9.43142094927792,,,,,1.9986355171269334,0.06695940641044455,,,,,2.8297332766351735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,1.75DS,World,Final Energy|Solids|Coal,EJ/yr,10811.302735118195,10920.313780249942,11029.376755069672,11134.98941820063,11239.89932694984,11346.34952171375,11449.105389881346,11560.929931260152,11673.083845591582,11784.876899604216,11899.594886512587,11788.370418016393,11679.845605830256,11574.122703322688,11468.159894842149,11363.860452773539,11263.627383797791,11158.396197805489,11056.821792749217,10955.471393689644,10856.002797822663,10755.910586453658,10656.838784609383,10558.354179566999,10460.085708818513,10361.643698741811,10263.920132835556,10166.465373618601,10069.00155388102,9971.117736883443,9874.192817683259,9776.190058862076,9678.472705957356,9580.099390191213,9496.874176642355,9421.959353456616,9347.766129490194,9273.978831106586,9200.531937964171,9127.13161204616,9054.38122595024,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048,9054.38353787048
GLUCOSE,1.75DS,World,Final Energy|Transportation|Electricity|Rail,EJ/yr,0.4980986999999999,0.5048676900000001,0.5131615999999999,0.5196588400000001,0.5260256400000001,0.53388475,0.6318569600000001,0.64200501,0.6503672599999999,0.75331179,0.7638108000000001,0.7810632000000001,0.7983156,0.8139996000000002,1.0398491999999997,1.0602383999999998,1.0837643999999997,1.1088588,1.1339532000000003,1.1590476,2.360442,2.4137676000000003,2.4670932000000003,2.5204188000000007,2.5737444,2.62707,2.7164688,2.8058676,2.8952664,2.9846652,3.0740640000000012,3.1634628000000014,3.2528616,3.3422604,3.4316592000000004,3.521058,3.5675106326868904,3.6998556,3.7892544,3.878653200000001,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836,3.9664836
GLUCOSE,1.75DS,World,Final Energy|Transportation|Electricity|Road,EJ/yr,,,,,,,,,,,,,,,,,,,,,,,,,1.2716527622972849,1.3026244675074614,2.1248612060124206,3.1192446830638265,4.018804101567925,4.939310232518575,5.99452308666559,7.059391231234399,8.013842366515497,8.954626944503156,9.912334822602055,10.87663197277317,13.600427474551516,14.481301666299986,14.669950067313417,14.7122461606555,15.609098901290343,15.60909890129035,15.609098901290336,15.609098901290345,15.609098901290336,15.609098901290336,15.609098901290336,15.609098901290336,15.60909890129034,15.60909890129034,15.609098901290336
GLUCOSE,1.75DS,World,Final Energy|Transportation|Fossils|Rail,EJ/yr,3.3956440000000003,3.469249,3.5428540000000006,3.616459,3.6949710000000002,3.763669,3.577203,3.6508079999999996,3.7293199999999995,3.5134119999999998,3.58211,3.6606219999999996,3.739134000000001,3.8225530000000005,3.2484340000000005,3.322039,3.3956440000000003,3.4643420000000007,3.537947,3.6066450000000008,,,,,,,,,,,,,,,,,0.1343642202278974,,,,,,,,,,,,,,
GLUCOSE,1.75DS,World,Final Energy|Transportation|Fossils|Road,EJ/yr,62.183267999999984,63.537844356,64.864886254,66.173029244,67.45326145599999,68.705588875,69.59701891799999,70.465680362,71.31162119200003,72.13484896799999,72.92411078116183,73.50891873016221,74.12339662000001,74.673140605,75.20360652000001,75.71191145,75.85967065600002,75.994005234,76.11491518400001,76.222400506,76.31646119999998,76.51893018000003,76.70580540000002,76.87708686,72.64649401758327,72.67975801787284,70.09420349375426,66.89692464566389,64.00877726647585,61.03043608812433,57.569511508312885,53.933566549133495,50.662956471671194,47.42396232556884,44.11107126934363,40.75992821130414,31.220648515025204,28.024717248124688,27.203068706368203,26.872834933681027,23.58160533178114,23.581605331781127,23.58160533178117,23.58160533178114,23.581605331781162,23.58160533178117,23.58160533178114,23.581605331781162,23.58160533178114,23.58160533178114,23.58160533178116
GLUCOSE,1.75DS,World,Final Energy|Transportation|Liquids|Biomass|Road,EJ/yr,1.7894351999999998,1.848879816,1.907537604,1.768518024,1.6372917120000001,1.5137222099999998,1.3866989640000005,1.2696515160000001,1.1614858080000001,1.0620294720000003,1.227848829510278,1.238477756302221,0.133907592,0.06654601799999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,1.75DS,World,Land Cover|Cropland,million ha,1845.644466418312,1868.8200296290659,1892.5898380503531,1915.7654012611074,1939.5352096823935,1966.5148214682708,1995.8987915580365,2024.9413132469194,2054.325283336685,2083.3678050255685,2113.3460203258655,2063.3701034271826,2014.2526893301585,1967.8898525337586,1921.3107252484435,1876.4143321947283,1832.772632193295,1789.8140413812246,1747.7006476585573,1705.832493545351,1665.8579028041804,1625.2790229097695,1585.7397558674202,1546.8016799494133,1508.0960792152819,1469.2325472217804,1431.099860402835,1393.2540008395404,1355.4096223952984,1317.1633850666772,1279.8841326596735,1241.5432383337038,1203.5003231676137,1164.813953032195,1141.27533794173,1126.0520913885714,1111.5593674176312,1097.4866833073552,1083.7613013341381,1070.0966789518473,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878
GLUCOSE,1.75DS,World,Land Cover|Cropland|Irrigated,million ha,367.8,367.8,367.80000000000007,367.8,367.8,367.80000000000007,367.80000000000007,367.8,367.8,367.80000000000007,367.8,386.19,405.49950000000007,425.7744749999998,447.06319880000007,469.41635870000005,492.88717659999986,517.5315355,543.4081122,570.5785178,599.1074437000001,629.0628159000001,660.5159567000002,693.5417544999998,728.2188422999999,764.6297844,802.8612735999999,843.0043373,885.1545541999999,929.4122819,975.8828959999997,1024.677041,1075.9108930000002,1129.7064369999998,1141.27533794173,1126.0520913885714,1111.5593674176312,1097.4866833073552,1083.7613013341381,1070.0966789518473,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878
GLUCOSE,1.75DS,World,Land Cover|Forest,million ha,4000.0000000000014,4000.0000000000014,4000.0000000000014,3993.2345987388926,3969.464790317609,3920.378952133657,3852.329707327114,3791.06612337425,3723.0168785677065,3661.7532946148463,3593.1098045977706,3711.5422734540257,3826.9079636390243,3931.2786114544488,4040.09425483894,4145.3121942657035,4241.589140035429,4341.382711774469,4438.6594693380175,4534.092049209758,4620.577042871109,4711.801986831159,4800.580482826213,4882.11215475071,4967.485210344781,5051.771731735288,5134.132066124998,5210.03533894336,5289.918386035714,5369.139021920089,5441.535153579356,5518.899334425033,5595.0137486347485,5670.85423229466,5726.059330264184,5776.752821830632,5825.890901395947,5869.368211694202,5916.223714114396,5962.27395985497,6006.948828865538,6006.948828865538,6006.948828865536,6006.948828865536,6006.9488288655375,6006.948828865534,6006.9488288655375,6006.9488288655375,6006.948828865536,6006.9488288655375,6006.948828865536
GLUCOSE,1.75DS,World,Land Cover|Natural Forest,million ha,1285.0,1285.0,1285.0000000000002,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1284.9999999999998,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0000000000002,1285.0,1285.0000000000002,1285.0,1285.0,1285.0,1285.0000000000005,1285.0,1284.9999999999998,1285.0,1285.0,1285.0,1285.0,1285.0000000000002,1285.0,1285.0000000000002,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1284.9999999999998,1284.9999999999998,1284.9999999999995,1285.0,1285.0,1285.0,1285.0,1285.0
GLUCOSE,1.75DS,World,Land Cover|Pasture,million ha,3200.0,3200.0000000000005,3200.0,3200.0,3200.0,3222.106226398072,3260.7715011148484,3292.992563378829,3331.657838095605,3363.878900359586,3402.5441750763634,3334.0876231187904,3267.8393470308183,3209.831536011793,3147.595019912616,3087.273473539568,3034.6382277712746,2977.803246844308,2922.6398830034263,2869.0754572448914,2822.565054324712,2771.918990259073,2722.679761306371,2680.0861652998747,2633.418710439937,2587.995721042931,2543.7680734721616,2505.710660217097,2463.6719915689873,2422.697593013233,2387.580713760971,2348.557427241261,2310.485928197641,2273.3318146731453,2241.6653317940877,2206.1950867807973,2171.549731186422,2142.145104998442,2109.0149845514647,2076.6293611931837,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976
GLUCOSE,1.75DS,World,Primary Energy|Biomass,EJ/yr,36.423419817305245,36.545733950773915,36.67118434407512,36.72246176430214,36.598329169179856,36.208378261549555,35.61931158438206,35.10463060601071,34.515563928843186,34.00088295047188,33.4087129584263,34.664798920747096,35.88554744718716,36.99398428857925,38.145957323614,39.26329072692513,40.28360743700486,41.34398497959487,42.37793597334225,43.38938684149313,44.3100243142674,45.277295005345536,46.22201425262371,47.087505587328536,47.9964677103964,48.89088496449433,49.76821351491643,50.57460665900677,51.425923692806634,52.267149149090145,53.03985357084257,53.86158624921976,54.67333263775187,55.47906649567855,56.071265063688664,56.612955504633945,57.14145037939991,57.60737091702918,58.111898731771326,58.604835091544935,59.08646625548601,59.086466255486016,59.086466255486,59.08646625548601,59.086466255485995,59.086466255485995,59.08646625548598,59.08646625548599,59.086466255486,59.08646625548598,59.086466255485995
GLUCOSE,1.75DS,World,Primary Energy|Coal,EJ/yr,139.2476,140.3512,141.4548,142.5583,142.55829999999997,142.5583,142.55830000000003,141.5583,140.5583,139.5583,138.5583,134.55830000000003,130.5583,126.5583,122.5583,118.55830000000002,114.5583,114.80032047904696,113.8862692047233,110.77509705580505,105.74057045281783,103.22975072644671,98.70978991442163,94.112361156511,89.55562249510817,84.98784597585731,80.39995758340359,75.74285728149866,71.12874252135823,66.50712349658615,61.80167475935941,59.29399172229182,56.763816549362794,54.23023854370985,51.94658781739327,49.60646736135068,46.8045986213879,43.95054246702544,41.51415328142048,40.36921704332561,37.966090711903405,37.989660574754076,38.00872338061912,38.02393599708585,38.023935997085744,37.48943241553256,37.455452775813434,39.53890978938311,42.38087199184311,42.12341841522708,44.92623558308966
GLUCOSE,1.75DS,World,Primary Energy|Gas,EJ/yr,108.03539999999998,109.717,111.3986,113.0802,114.7618,116.44329999999998,116.4433,116.4433,116.4433,116.4433,116.4433,116.4433,116.4433,113.4433,110.4433,107.4433,104.4433,101.4433,98.44329999999998,95.4433,92.4433,89.4433,86.4433,83.4433,80.44329999999998,77.44329999999998,74.4433,71.4433,68.4433,65.4433,62.4433,59.4433,56.4433,53.44330000000001,50.4433,47.44330000000001,44.4433,41.4433,38.4433,35.44330000000001,32.4433,32.4433,32.4433,32.4433,32.4433,32.4433,32.443299999999994,32.443299999999994,32.4433,32.443299999999994,32.443299999999994
