REGION,TECHNOLOGY,FUEL,YEAR,VALUE
Globe,ALUPLANT,ALU,2010,58.004
Globe,ALUPLANT,ALU,2011,60.30629999999999
Globe,ALUPLANT,ALU,2012,62.60749999999998
Globe,ALUPLANT,ALU,2013,64.9098
Globe,ALUPLANT,ALU,2014,67.21199999999997
Globe,ALUPLANT,ALU,2015,69.514
Globe,ALUPLANT,ALU,2016,71.81599999999999
Globe,ALUPLANT,ALU,2017,74.118
Globe,ALUPLANT,ALU,2018,76.41999999999999
Globe,ALUPLANT,ALU,2019,77.564
Globe,ALUPLANT,ALU,2020,78.64100000000002
Globe,ALUPLANT,ALU,2021,79.64999999999998
Globe,ALUPLANT,ALU,2022,80.59099999999997
Globe,ALUPLANT,ALU,2023,82.75699999999996
Globe,ALUPLANT,ALU,2024,84.92399999999999
Globe,ALUPLANT,ALU,2025,87.09100000000001
Globe,ALURCPLANT,ALU,2010,27.296000000000003
Globe,ALURCPLANT,ALU,2011,28.378999999999998
Globe,ALURCPLANT,ALU,2012,29.463
Globe,ALURCPLANT,ALU,2013,30.545999999999996
Globe,ALURCPLANT,ALU,2014,31.629
Globe,ALURCPLANT,ALU,2015,32.712
Globe,ALURCPLANT,ALU,2016,33.796
Globe,ALURCPLANT,ALU,2017,34.879
Globe,ALURCPLANT,ALU,2018,35.962
Globe,ALURCPLANT,ALU,2019,38.203
Globe,ALURCPLANT,ALU,2020,40.512
Globe,ALURCPLANT,ALU,2021,42.888
Globe,ALURCPLANT,ALU,2022,45.332
Globe,ALURCPLANT,ALU,2023,46.551
Globe,ALURCPLANT,ALU,2024,47.77
Globe,ALURCPLANT,ALU,2025,48.98799999999999
Globe,ALURCPLANT,ALU,2026,139.464
Globe,ALURCPLANT,ALU,2027,142.849
Globe,ALURCPLANT,ALU,2028,146.234
Globe,ALURCPLANT,ALU,2029,149.62
Globe,ALURCPLANT,ALU,2030,153.005
Globe,ALURCPLANT,ALU,2031,156.39
Globe,ALURCPLANT,ALU,2032,159.775
Globe,ALURCPLANT,ALU,2033,163.161
Globe,ALURCPLANT,ALU,2034,166.546
Globe,ALURCPLANT,ALU,2035,169.931
Globe,ALURCPLANT,ALU,2036,173.316
Globe,ALURCPLANT,ALU,2037,176.702
Globe,ALURCPLANT,ALU,2038,180.087
Globe,ALURCPLANT,ALU,2039,183.472
Globe,ALURCPLANT,ALU,2040,186.85700000000003
Globe,ALURCPLANT,ALU,2041,190.243
Globe,ALURCPLANT,ALU,2042,193.628
Globe,ALURCPLANT,ALU,2043,197.013
Globe,ALURCPLANT,ALU,2044,200.399
Globe,ALURCPLANT,ALU,2045,203.784
Globe,ALURCPLANT,ALU,2046,207.169
Globe,ALURCPLANT,ALU,2047,210.55400000000003
Globe,ALURCPLANT,ALU,2048,213.94
Globe,ALURCPLANT,ALU,2049,217.325
Globe,ALURCPLANT,ALU,2050,220.71
Globe,ALURCPLANT,ALU,2051,220.71000000000004
Globe,ALURCPLANT,ALU,2052,220.71
Globe,ALURCPLANT,ALU,2053,220.71
Globe,ALURCPLANT,ALU,2054,220.71
Globe,ALURCPLANT,ALU,2055,220.71
Globe,ALURCPLANT,ALU,2056,220.71
Globe,ALURCPLANT,ALU,2057,220.71
Globe,ALURCPLANT,ALU,2058,220.71
Globe,ALURCPLANT,ALU,2059,220.71
Globe,ALURCPLANT,ALU,2060,220.71
Globe,ALURECYCLE,RCALU,2010,48.621
Globe,ALURECYCLE,RCALU,2011,50.55064
Globe,ALURECYCLE,RCALU,2012,52.480204
Globe,ALURECYCLE,RCALU,2013,54.40976800000001
Globe,ALURECYCLE,RCALU,2014,56.339408
Globe,ALURECYCLE,RCALU,2015,58.268972000000005
Globe,ALURECYCLE,RCALU,2016,60.198536
Globe,ALURECYCLE,RCALU,2017,62.12817600000001
Globe,ALURECYCLE,RCALU,2018,64.05774000000001
Globe,ALURECYCLE,RCALU,2019,65.98738
Globe,ALURECYCLE,RCALU,2020,67.916944
Globe,ALURECYCLE,RCALU,2021,69.84658400000001
Globe,ALURECYCLE,RCALU,2022,71.776148
Globe,ALURECYCLE,RCALU,2023,73.705636
Globe,ALURECYCLE,RCALU,2024,75.63527600000002
Globe,ALURECYCLE,RCALU,2025,77.56484
Globe,ALURECYCLE,RCALU,2026,75999.24000000002
Globe,ALURECYCLE,RCALU,2027,75999.24
Globe,ALURECYCLE,RCALU,2028,75999.24
Globe,ALURECYCLE,RCALU,2029,75999.24
Globe,ALURECYCLE,RCALU,2030,75999.24
Globe,ALURECYCLE,RCALU,2031,75999.23999999999
Globe,ALURECYCLE,RCALU,2032,75999.23999999999
Globe,ALURECYCLE,RCALU,2033,75999.24
Globe,ALURECYCLE,RCALU,2034,75999.24
Globe,ALURECYCLE,RCALU,2035,75999.23999999999
Globe,ALURECYCLE,RCALU,2036,75999.23999999999
Globe,ALURECYCLE,RCALU,2037,75999.23999999999
Globe,ALURECYCLE,RCALU,2038,75999.23999999998
Globe,ALURECYCLE,RCALU,2039,75999.24000000002
Globe,ALURECYCLE,RCALU,2040,75999.24
Globe,ALURECYCLE,RCALU,2041,75999.23999999999
Globe,ALURECYCLE,RCALU,2042,75999.23999999999
Globe,ALURECYCLE,RCALU,2043,75999.23999999999
Globe,ALURECYCLE,RCALU,2044,75999.23999999999
Globe,ALURECYCLE,RCALU,2045,75999.24
Globe,ALURECYCLE,RCALU,2046,75999.23999999999
Globe,ALURECYCLE,RCALU,2047,75999.24000000002
Globe,ALURECYCLE,RCALU,2048,75999.24
Globe,ALURECYCLE,RCALU,2049,75999.24
Globe,ALURECYCLE,RCALU,2050,75999.24
Globe,ALURECYCLE,RCALU,2051,75999.24
Globe,ALURECYCLE,RCALU,2052,75999.24
Globe,ALURECYCLE,RCALU,2053,75999.24
Globe,ALURECYCLE,RCALU,2054,75999.24
Globe,ALURECYCLE,RCALU,2055,75999.24
Globe,ALURECYCLE,RCALU,2056,75999.24
Globe,ALURECYCLE,RCALU,2057,75999.24
Globe,ALURECYCLE,RCALU,2058,75999.24
Globe,ALURECYCLE,RCALU,2059,75999.24
Globe,ALURECYCLE,RCALU,2060,75999.24
Globe,C1BFRDF00,C1_F_RD,2010,0.5605999999999999
Globe,C1BFRDF00,C1_F_RD,2011,0.5836
Globe,C1BFRDF00,C1_F_RD,2012,0.6066999999999999
Globe,C1BFRDF00,C1_F_RD,2013,0.5668
Globe,C1BFRDF00,C1_F_RD,2014,0.5288
Globe,C1BFRDF00,C1_F_RD,2015,0.49269999999999997
Globe,C1BFRDF00,C1_F_RD,2016,0.4549
Globe,C1BFRDF00,C1_F_RD,2017,0.41979999999999995
Globe,C1BFRDF00,C1_F_RD,2018,0.3871
Globe,C1BFRDF00,C1_F_RD,2019,0.35680000000000006
Globe,C1BFRDF00,C1_F_RD,2020,0.3287
Globe,C1BMBRFH1,C1_F_HEA_R,2011,0.028115588544844014
Globe,C1BMBRFH1,C1_F_HEA_R,2012,0.32438038989244006
Globe,C1BMBRFH1,C1_F_HEA_R,2013,1.1187567516929071
Globe,C1BMBRFH1,C1_F_HEA_R,2014,1.9503967310788448
Globe,C1BMBRFH1,C1_F_HEA_R,2015,2.50054877775101
Globe,C1BMBRFH1,C1_F_HEA_R,2016,1.0270857474711683
Globe,C1BMBRFH1,C1_F_HEA_R,2017,1.5697818629032798
Globe,C1BMBRFH1,C1_F_HEA_R,2018,2.0520796755832054
Globe,C1BMBRFH1,C1_F_HEA_R,2019,2.530872284823508
Globe,C1BMBRFH1,C1_F_HEA_R,2020,2.9498083295715274
Globe,C1BMBRFN1,C1_F_HEA_R,2010,0.5414541534387407
Globe,C1BMBRFN1,C1_F_HEA_R,2011,0.5414541534387406
Globe,C1BMBRFN1,C1_F_HEA_R,2012,0.5414541534387406
Globe,C1BMBRFN1,C1_F_HEA_R,2013,0.5414541534387407
Globe,C1BMBRFN1,C1_F_HEA_R,2014,0.5414541534387406
Globe,C1BMBRFN1,C1_F_HEA_R,2015,0.5414541534387407
Globe,C1BMBRFN1,C1_F_HEA_R,2016,0.5414541534387406
Globe,C1BMBRFN1,C1_F_HEA_R,2017,0.5414541534387407
Globe,C1BMBRFN1,C1_F_HEA_R,2018,0.5414541534387406
Globe,C1BMBRFN1,C1_F_HEA_R,2019,0.5414541534387407
Globe,C1BMBRFN1,C1_F_HEA_R,2020,0.5414541534387406
Globe,C1BMCHP00,C1_S_ELC,2010,2.2934871360000004
Globe,C1BMCHP00,C1_S_ELC,2011,2.2712920992
