REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
Globe,ALUPLANT,C1_F_HEA_I,1,2026,0.25128
Globe,ALUPLANT,C1_F_HEA_I,1,2027,0.251591
Globe,ALUPLANT,C1_F_HEA_I,1,2028,0.251902
Globe,ALUPLANT,C1_F_HEA_I,1,2029,0.252214
Globe,ALUPLANT,C1_F_HEA_I,1,2030,0.252525
Globe,ALUPLANT,C1_F_HEA_I,1,2031,0.252836
Globe,ALUPLANT,C1_F_HEA_I,1,2032,0.253148
Globe,ALUPLANT,C1_F_HEA_I,1,2033,0.253459
Globe,ALUPLANT,C1_F_HEA_I,1,2034,0.25377
Globe,ALUPLANT,C1_F_HEA_I,1,2035,0.254081
Globe,ALUPLANT,C1_F_HEA_I,1,2036,0.254393
Globe,ALUPLANT,C1_F_HEA_I,1,2037,0.254704
Globe,ALUPLANT,C1_F_HEA_I,1,2038,0.255015
Globe,ALUPLANT,C1_F_HEA_I,1,2039,0.255326
Globe,ALUPLANT,C1_F_HEA_I,1,2040,0.255638
Globe,ALUPLANT,C1_F_HEA_I,1,2041,0.255949
Globe,ALUPLANT,C1_F_HEA_I,1,2042,0.25626
Globe,ALUPLANT,C1_F_HEA_I,1,2043,0.256571
Globe,ALUPLANT,C1_F_HEA_I,1,2044,0.256883
Globe,ALUPLANT,C1_F_HEA_I,1,2045,0.257194
Globe,ALUPLANT,C1_F_HEA_I,1,2046,0.257505
Globe,ALUPLANT,C1_F_HEA_I,1,2047,0.257816
Globe,ALUPLANT,C1_F_HEA_I,1,2048,0.258128
Globe,ALUPLANT,C1_F_HEA_I,1,2049,0.258439
Globe,ALUPLANT,C1_F_HEA_I,1,2050,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2051,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2052,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2053,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2054,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2055,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2056,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2057,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2058,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2059,0.25875
Globe,ALUPLANT,C1_F_HEA_I,1,2060,0.25875
Globe,ALUPLANT,C1_P_HCO,1,2010,0.20689
Globe,ALUPLANT,C1_P_HCO,1,2011,0.207324
Globe,ALUPLANT,C1_P_HCO,1,2012,0.207759
Globe,ALUPLANT,C1_P_HCO,1,2013,0.208193
Globe,ALUPLANT,C1_P_HCO,1,2014,0.208628
Globe,ALUPLANT,C1_P_HCO,1,2015,0.209062
Globe,ALUPLANT,C1_P_HCO,1,2016,0.209496
Globe,ALUPLANT,C1_P_HCO,1,2017,0.209931
Globe,ALUPLANT,C1_P_HCO,1,2018,0.210365
Globe,ALUPLANT,C1_P_HCO,1,2019,0.2108
