REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
Globe,ALUPLANT,1,2010,34.322
Globe,ALUPLANT,1,2011,34.619
Globe,ALUPLANT,1,2012,34.916
Globe,ALUPLANT,1,2013,35.2129
Globe,ALUPLANT,1,2014,35.5099
Globe,ALUPLANT,1,2015,35.8069
Globe,ALUPLANT,1,2016,36.1039
Globe,ALUPLANT,1,2017,36.4008
Globe,ALUPLANT,1,2018,36.6978
Globe,ALUPLANT,1,2019,36.9948
Globe,ALUPLANT,1,2020,37.2918
Globe,ALUPLANT,1,2021,37.5887
Globe,ALUPLANT,1,2022,37.8857
Globe,ALUPLANT,1,2023,38.1827
Globe,ALUPLANT,1,2024,38.4797
Globe,ALUPLANT,1,2025,38.7767
Globe,ALUPLANT,1,2026,39.0736
Globe,ALUPLANT,1,2027,39.3706
Globe,ALUPLANT,1,2028,39.6676
Globe,ALUPLANT,1,2029,39.9646
Globe,ALUPLANT,1,2030,40.2615
Globe,ALUPLANT,1,2031,40.5585
Globe,ALUPLANT,1,2032,40.8555
Globe,ALUPLANT,1,2033,41.1525
Globe,ALUPLANT,1,2034,41.4495
Globe,ALUPLANT,1,2035,41.7464
Globe,ALUPLANT,1,2036,42.0434
Globe,ALUPLANT,1,2037,42.3404
Globe,ALUPLANT,1,2038,42.6374
Globe,ALUPLANT,1,2039,42.9344
Globe,ALUPLANT,1,2040,43.2313
Globe,ALUPLANT,1,2041,43.5283
Globe,ALUPLANT,1,2042,43.8253
Globe,ALUPLANT,1,2043,44.1223
Globe,ALUPLANT,1,2044,44.4192
Globe,ALUPLANT,1,2045,44.7162
Globe,ALUPLANT,1,2046,45.0132
Globe,ALUPLANT,1,2047,45.3102
Globe,ALUPLANT,1,2048,45.6071
Globe,ALUPLANT,1,2049,45.9041
Globe,ALUPLANT,1,2050,46.2011
Globe,ALUPLANT,1,2051,46.2011
Globe,ALUPLANT,1,2052,46.2011
Globe,ALUPLANT,1,2053,46.2011
Globe,ALUPLANT,1,2054,46.2011
Globe,ALUPLANT,1,2055,46.2011
Globe,ALUPLANT,1,2056,46.2011
Globe,ALUPLANT,1,2057,46.2011
Globe,ALUPLANT,1,2058,46.2011
Globe,ALUPLANT,1,2059,46.2011
Globe,ALUPLANT,1,2060,46.2011
Globe,ALUPLANT,2,2010,10000000.0
Globe,ALUPLANT,2,2011,10000000.0
Globe,ALUPLANT,2,2012,10000000.0
Globe,ALUPLANT,2,2013,10000000.0
Globe,ALUPLANT,2,2014,10000000.0
Globe,ALUPLANT,2,2015,10000000.0
Globe,ALUPLANT,2,2016,10000000.0
Globe,ALUPLANT,2,2017,10000000.0
Globe,ALUPLANT,2,2018,10000000.0
Globe,ALUPLANT,2,2019,10000000.0
Globe,ALUPLANT,2,2020,10000000.0
Globe,ALUPLANT,2,2021,10000000.0
Globe,ALUPLANT,2,2022,10000000.0
Globe,ALUPLANT,2,2023,10000000.0
Globe,ALUPLANT,2,2024,10000000.0
Globe,ALUPLANT,2,2025,10000000.0
Globe,ALUPLANT,2,2026,10000000.0
Globe,ALUPLANT,2,2027,10000000.0
Globe,ALUPLANT,2,2028,10000000.0
Globe,ALUPLANT,2,2029,10000000.0
Globe,ALUPLANT,2,2030,10000000.0
Globe,ALUPLANT,2,2031,10000000.0
Globe,ALUPLANT,2,2032,10000000.0
Globe,ALUPLANT,2,2033,10000000.0
Globe,ALUPLANT,2,2034,10000000.0
Globe,ALUPLANT,2,2035,10000000.0
Globe,ALUPLANT,2,2036,10000000.0
Globe,ALUPLANT,2,2037,10000000.0
Globe,ALUPLANT,2,2038,10000000.0
Globe,ALUPLANT,2,2039,10000000.0
Globe,ALUPLANT,2,2040,10000000.0
Globe,ALUPLANT,2,2041,10000000.0
Globe,ALUPLANT,2,2042,10000000.0
Globe,ALUPLANT,2,2043,10000000.0
Globe,ALUPLANT,2,2044,10000000.0
Globe,ALUPLANT,2,2045,10000000.0
Globe,ALUPLANT,2,2046,10000000.0
Globe,ALUPLANT,2,2047,10000000.0
Globe,ALUPLANT,2,2048,10000000.0
Globe,ALUPLANT,2,2049,10000000.0
Globe,ALUPLANT,2,2050,10000000.0
Globe,ALUPLANT,2,2051,10000000.0
Globe,ALUPLANT,2,2052,10000000.0
Globe,ALUPLANT,2,2053,10000000.0
Globe,ALUPLANT,2,2054,10000000.0
Globe,ALUPLANT,2,2055,10000000.0
Globe,ALUPLANT,2,2056,10000000.0
Globe,ALUPLANT,2,2057,10000000.0
Globe,ALUPLANT,2,2058,10000000.0
Globe,ALUPLANT,2,2059,10000000.0
Globe,ALUPLANT,2,2060,10000000.0
Globe,ALURCPLANT,1,2010,0.874
Globe,ALURCPLANT,1,2011,0.874
Globe,ALURCPLANT,1,2012,0.874
Globe,ALURCPLANT,1,2013,0.874
Globe,ALURCPLANT,1,2014,0.874
Globe,ALURCPLANT,1,2015,0.874
Globe,ALURCPLANT,1,2016,0.874
Globe,ALURCPLANT,1,2017,0.874
Globe,ALURCPLANT,1,2018,0.874
Globe,ALURCPLANT,1,2019,0.874
Globe,ALURCPLANT,1,2020,0.874
Globe,ALURCPLANT,1,2021,0.874
Globe,ALURCPLANT,1,2022,0.874
Globe,ALURCPLANT,1,2023,0.874
Globe,ALURCPLANT,1,2024,0.874
Globe,ALURCPLANT,1,2025,0.874
Globe,ALURCPLANT,1,2026,0.874
Globe,ALURCPLANT,1,2027,0.874
Globe,ALURCPLANT,1,2028,0.874
Globe,ALURCPLANT,1,2029,0.874
Globe,ALURCPLANT,1,2030,0.874
Globe,ALURCPLANT,1,2031,0.874
Globe,ALURCPLANT,1,2032,0.874
Globe,ALURCPLANT,1,2033,0.874
Globe,ALURCPLANT,1,2034,0.874
Globe,ALURCPLANT,1,2035,0.874
Globe,ALURCPLANT,1,2036,0.874
Globe,ALURCPLANT,1,2037,0.874
Globe,ALURCPLANT,1,2038,0.874
Globe,ALURCPLANT,1,2039,0.874
Globe,ALURCPLANT,1,2040,0.874
Globe,ALURCPLANT,1,2041,0.874
Globe,ALURCPLANT,1,2042,0.874
Globe,ALURCPLANT,1,2043,0.874
Globe,ALURCPLANT,1,2044,0.874
Globe,ALURCPLANT,1,2045,0.874
Globe,ALURCPLANT,1,2046,0.874
Globe,ALURCPLANT,1,2047,0.874
Globe,ALURCPLANT,1,2048,0.874
Globe,ALURCPLANT,1,2049,0.874
Globe,ALURCPLANT,1,2050,0.874
Globe,ALURCPLANT,1,2051,0.874
Globe,ALURCPLANT,1,2052,0.874
Globe,ALURCPLANT,1,2053,0.874
Globe,ALURCPLANT,1,2054,0.874
Globe,ALURCPLANT,1,2055,0.874
Globe,ALURCPLANT,1,2056,0.874
Globe,ALURCPLANT,1,2057,0.874
Globe,ALURCPLANT,1,2058,0.874
Globe,ALURCPLANT,1,2059,0.874
Globe,ALURCPLANT,1,2060,0.874
Globe,ALURCPLANT,2,2010,10000000.0
Globe,ALURCPLANT,2,2011,10000000.0
Globe,ALURCPLANT,2,2012,10000000.0
Globe,ALURCPLANT,2,2013,10000000.0
Globe,ALURCPLANT,2,2014,10000000.0
Globe,ALURCPLANT,2,2015,10000000.0
Globe,ALURCPLANT,2,2016,10000000.0
Globe,ALURCPLANT,2,2017,10000000.0
Globe,ALURCPLANT,2,2018,10000000.0
Globe,ALURCPLANT,2,2019,10000000.0
Globe,ALURCPLANT,2,2020,10000000.0
Globe,ALURCPLANT,2,2021,10000000.0
Globe,ALURCPLANT,2,2022,10000000.0
Globe,ALURCPLANT,2,2023,10000000.0
Globe,ALURCPLANT,2,2024,10000000.0
Globe,ALURCPLANT,2,2025,10000000.0
Globe,ALURCPLANT,2,2026,10000000.0
Globe,ALURCPLANT,2,2027,10000000.0
Globe,ALURCPLANT,2,2028,10000000.0
Globe,ALURCPLANT,2,2029,10000000.0
Globe,ALURCPLANT,2,2030,10000000.0
Globe,ALURCPLANT,2,2031,10000000.0
Globe,ALURCPLANT,2,2032,10000000.0
Globe,ALURCPLANT,2,2033,10000000.0
Globe,ALURCPLANT,2,2034,10000000.0
Globe,ALURCPLANT,2,2035,10000000.0
Globe,ALURCPLANT,2,2036,10000000.0
Globe,ALURCPLANT,2,2037,10000000.0
Globe,ALURCPLANT,2,2038,10000000.0
Globe,ALURCPLANT,2,2039,10000000.0
Globe,ALURCPLANT,2,2040,10000000.0
Globe,ALURCPLANT,2,2041,10000000.0
Globe,ALURCPLANT,2,2042,10000000.0
Globe,ALURCPLANT,2,2043,10000000.0
Globe,ALURCPLANT,2,2044,10000000.0
Globe,ALURCPLANT,2,2045,10000000.0
Globe,ALURCPLANT,2,2046,10000000.0
Globe,ALURCPLANT,2,2047,10000000.0
Globe,ALURCPLANT,2,2048,10000000.0
Globe,ALURCPLANT,2,2049,10000000.0
Globe,ALURCPLANT,2,2050,10000000.0
Globe,ALURCPLANT,2,2051,10000000.0
Globe,ALURCPLANT,2,2052,10000000.0
Globe,ALURCPLANT,2,2053,10000000.0
Globe,ALURCPLANT,2,2054,10000000.0
Globe,ALURCPLANT,2,2055,10000000.0
Globe,ALURCPLANT,2,2056,10000000.0
Globe,ALURCPLANT,2,2057,10000000.0
Globe,ALURCPLANT,2,2058,10000000.0
Globe,ALURCPLANT,2,2059,10000000.0
Globe,ALURCPLANT,2,2060,10000000.0
Globe,BACKSTOP,1,2010,9999.0
Globe,BACKSTOP,1,2011,9999.0
Globe,BACKSTOP,1,2012,9999.0
Globe,BACKSTOP,1,2013,9999.0
Globe,BACKSTOP,1,2014,9999.0
Globe,BACKSTOP,1,2015,9999.0
Globe,BACKSTOP,1,2016,9999.0
Globe,BACKSTOP,1,2017,9999.0
Globe,BACKSTOP,1,2018,9999.0
Globe,BACKSTOP,1,2019,9999.0
Globe,BACKSTOP,1,2020,9999.0
Globe,BACKSTOP,1,2021,9999.0
Globe,BACKSTOP,1,2022,9999.0
Globe,BACKSTOP,1,2023,9999.0
Globe,BACKSTOP,1,2024,9999.0
Globe,BACKSTOP,1,2025,9999.0
Globe,BACKSTOP,1,2026,9999.0
Globe,BACKSTOP,1,2027,9999.0
Globe,BACKSTOP,1,2028,9999.0
Globe,BACKSTOP,1,2029,9999.0
Globe,BACKSTOP,1,2030,9999.0
Globe,BACKSTOP,1,2031,9999.0
Globe,BACKSTOP,1,2032,9999.0
Globe,BACKSTOP,1,2033,9999.0
Globe,BACKSTOP,1,2034,9999.0
Globe,BACKSTOP,1,2035,9999.0
Globe,BACKSTOP,1,2036,9999.0
Globe,BACKSTOP,1,2037,9999.0
Globe,BACKSTOP,1,2038,9999.0
Globe,BACKSTOP,1,2039,9999.0
Globe,BACKSTOP,1,2040,9999.0
Globe,BACKSTOP,1,2041,9999.0
Globe,BACKSTOP,1,2042,9999.0
Globe,BACKSTOP,1,2043,9999.0
Globe,BACKSTOP,1,2044,9999.0
Globe,BACKSTOP,1,2045,9999.0
Globe,BACKSTOP,1,2046,9999.0
Globe,BACKSTOP,1,2047,9999.0
Globe,BACKSTOP,1,2048,9999.0
Globe,BACKSTOP,1,2049,9999.0
Globe,BACKSTOP,1,2050,9999.0
Globe,BACKSTOP,1,2051,9999.0
Globe,BACKSTOP,1,2052,9999.0
Globe,BACKSTOP,1,2053,9999.0
Globe,BACKSTOP,1,2054,9999.0
Globe,BACKSTOP,1,2055,9999.0
Globe,BACKSTOP,1,2056,9999.0
Globe,BACKSTOP,1,2057,9999.0
Globe,BACKSTOP,1,2058,9999.0
Globe,BACKSTOP,1,2059,9999.0
Globe,BACKSTOP,1,2060,9999.0
Globe,BACKSTOP,2,2010,10000000.0
Globe,BACKSTOP,2,2011,10000000.0
Globe,BACKSTOP,2,2012,10000000.0
Globe,BACKSTOP,2,2013,10000000.0
Globe,BACKSTOP,2,2014,10000000.0
Globe,BACKSTOP,2,2015,10000000.0
Globe,BACKSTOP,2,2016,10000000.0
Globe,BACKSTOP,2,2017,10000000.0
Globe,BACKSTOP,2,2018,10000000.0
Globe,BACKSTOP,2,2019,10000000.0
Globe,BACKSTOP,2,2020,10000000.0
Globe,BACKSTOP,2,2021,10000000.0
Globe,BACKSTOP,2,2022,10000000.0
Globe,BACKSTOP,2,2023,10000000.0
Globe,BACKSTOP,2,2024,10000000.0
Globe,BACKSTOP,2,2025,10000000.0
Globe,BACKSTOP,2,2026,10000000.0
Globe,BACKSTOP,2,2027,10000000.0
Globe,BACKSTOP,2,2028,10000000.0
Globe,BACKSTOP,2,2029,10000000.0
Globe,BACKSTOP,2,2030,10000000.0
Globe,BACKSTOP,2,2031,10000000.0
Globe,BACKSTOP,2,2032,10000000.0
Globe,BACKSTOP,2,2033,10000000.0
Globe,BACKSTOP,2,2034,10000000.0
Globe,BACKSTOP,2,2035,10000000.0
Globe,BACKSTOP,2,2036,10000000.0
Globe,BACKSTOP,2,2037,10000000.0
Globe,BACKSTOP,2,2038,10000000.0
Globe,BACKSTOP,2,2039,10000000.0
Globe,BACKSTOP,2,2040,10000000.0
Globe,BACKSTOP,2,2041,10000000.0
Globe,BACKSTOP,2,2042,10000000.0
Globe,BACKSTOP,2,2043,10000000.0
Globe,BACKSTOP,2,2044,10000000.0
Globe,BACKSTOP,2,2045,10000000.0
Globe,BACKSTOP,2,2046,10000000.0
Globe,BACKSTOP,2,2047,10000000.0
Globe,BACKSTOP,2,2048,10000000.0
Globe,BACKSTOP,2,2049,10000000.0
Globe,BACKSTOP,2,2050,10000000.0
Globe,BACKSTOP,2,2051,10000000.0
Globe,BACKSTOP,2,2052,10000000.0
Globe,BACKSTOP,2,2053,10000000.0
Globe,BACKSTOP,2,2054,10000000.0
Globe,BACKSTOP,2,2055,10000000.0
Globe,BACKSTOP,2,2056,10000000.0
Globe,BACKSTOP,2,2057,10000000.0
Globe,BACKSTOP,2,2058,10000000.0
Globe,BACKSTOP,2,2059,10000000.0
Globe,BACKSTOP,2,2060,10000000.0
Globe,C1BFRDF00,1,2010,53.3333
Globe,C1BFRDF00,1,2011,53.3333
Globe,C1BFRDF00,1,2012,53.3333
Globe,C1BFRDF00,1,2013,53.3333
Globe,C1BFRDF00,1,2014,53.3333
Globe,C1BFRDF00,1,2015,53.3333
Globe,C1BFRDF00,1,2016,53.3333
Globe,C1BFRDF00,1,2017,53.3333
Globe,C1BFRDF00,1,2018,53.3333
Globe,C1BFRDF00,1,2019,53.3333
Globe,C1BFRDF00,1,2020,53.3333
Globe,C1BFRDF00,1,2021,53.3333
Globe,C1BFRDF00,1,2022,53.3333
Globe,C1BFRDF00,1,2023,53.3333
Globe,C1BFRDF00,1,2024,53.3333
Globe,C1BFRDF00,1,2025,53.3333
Globe,C1BFRDF00,1,2026,53.3333
Globe,C1BFRDF00,1,2027,53.3333
Globe,C1BFRDF00,1,2028,53.3333
Globe,C1BFRDF00,1,2029,53.3333
Globe,C1BFRDF00,1,2030,53.3333
Globe,C1BFRDF00,1,2031,53.3333
Globe,C1BFRDF00,1,2032,53.3333
Globe,C1BFRDF00,1,2033,53.3333
Globe,C1BFRDF00,1,2034,53.3333
Globe,C1BFRDF00,1,2035,53.3333
Globe,C1BFRDF00,1,2036,53.3333
Globe,C1BFRDF00,1,2037,53.3333
Globe,C1BFRDF00,1,2038,53.3333
Globe,C1BFRDF00,1,2039,53.3333
Globe,C1BFRDF00,1,2040,53.3333
Globe,C1BFRDF00,1,2041,53.3333
Globe,C1BFRDF00,1,2042,53.3333
Globe,C1BFRDF00,1,2043,53.3333
Globe,C1BFRDF00,1,2044,53.3333
Globe,C1BFRDF00,1,2045,53.3333
Globe,C1BFRDF00,1,2046,53.3333
Globe,C1BFRDF00,1,2047,53.3333
Globe,C1BFRDF00,1,2048,53.3333
Globe,C1BFRDF00,1,2049,53.3333
Globe,C1BFRDF00,1,2050,53.3333
Globe,C1BFRDF00,1,2051,53.3333
Globe,C1BFRDF00,1,2052,53.3333
Globe,C1BFRDF00,1,2053,53.3333
Globe,C1BFRDF00,1,2054,53.3333
Globe,C1BFRDF00,1,2055,53.3333
Globe,C1BFRDF00,1,2056,53.3333
Globe,C1BFRDF00,1,2057,53.3333
Globe,C1BFRDF00,1,2058,53.3333
Globe,C1BFRDF00,1,2059,53.3333
Globe,C1BFRDF00,1,2060,53.3333
Globe,C1BFRDF00,2,2010,10000000.0
Globe,C1BFRDF00,2,2011,10000000.0
Globe,C1BFRDF00,2,2012,10000000.0
Globe,C1BFRDF00,2,2013,10000000.0
Globe,C1BFRDF00,2,2014,10000000.0
Globe,C1BFRDF00,2,2015,10000000.0
Globe,C1BFRDF00,2,2016,10000000.0
Globe,C1BFRDF00,2,2017,10000000.0
Globe,C1BFRDF00,2,2018,10000000.0
Globe,C1BFRDF00,2,2019,10000000.0
Globe,C1BFRDF00,2,2020,10000000.0
Globe,C1BFRDF00,2,2021,10000000.0
Globe,C1BFRDF00,2,2022,10000000.0
Globe,C1BFRDF00,2,2023,10000000.0
Globe,C1BFRDF00,2,2024,10000000.0
Globe,C1BFRDF00,2,2025,10000000.0
Globe,C1BFRDF00,2,2026,10000000.0
Globe,C1BFRDF00,2,2027,10000000.0
Globe,C1BFRDF00,2,2028,10000000.0
Globe,C1BFRDF00,2,2029,10000000.0
Globe,C1BFRDF00,2,2030,10000000.0
Globe,C1BFRDF00,2,2031,10000000.0
Globe,C1BFRDF00,2,2032,10000000.0
Globe,C1BFRDF00,2,2033,10000000.0
Globe,C1BFRDF00,2,2034,10000000.0
Globe,C1BFRDF00,2,2035,10000000.0
Globe,C1BFRDF00,2,2036,10000000.0
Globe,C1BFRDF00,2,2037,10000000.0
Globe,C1BFRDF00,2,2038,10000000.0
Globe,C1BFRDF00,2,2039,10000000.0
Globe,C1BFRDF00,2,2040,10000000.0
Globe,C1BFRDF00,2,2041,10000000.0
Globe,C1BFRDF00,2,2042,10000000.0
Globe,C1BFRDF00,2,2043,10000000.0
Globe,C1BFRDF00,2,2044,10000000.0
Globe,C1BFRDF00,2,2045,10000000.0
Globe,C1BFRDF00,2,2046,10000000.0
Globe,C1BFRDF00,2,2047,10000000.0
Globe,C1BFRDF00,2,2048,10000000.0
Globe,C1BFRDF00,2,2049,10000000.0
Globe,C1BFRDF00,2,2050,10000000.0
Globe,C1BFRDF00,2,2051,10000000.0
Globe,C1BFRDF00,2,2052,10000000.0
Globe,C1BFRDF00,2,2053,10000000.0
Globe,C1BFRDF00,2,2054,10000000.0
Globe,C1BFRDF00,2,2055,10000000.0
Globe,C1BFRDF00,2,2056,10000000.0
Globe,C1BFRDF00,2,2057,10000000.0
Globe,C1BFRDF00,2,2058,10000000.0
Globe,C1BFRDF00,2,2059,10000000.0
Globe,C1BFRDF00,2,2060,10000000.0
Globe,C1BMBRFH1,1,2010,1e-05
Globe,C1BMBRFH1,1,2011,1e-05
Globe,C1BMBRFH1,1,2012,1e-05
Globe,C1BMBRFH1,1,2013,1e-05
Globe,C1BMBRFH1,1,2014,1e-05
Globe,C1BMBRFH1,1,2015,1e-05
Globe,C1BMBRFH1,1,2016,1e-05
Globe,C1BMBRFH1,1,2017,1e-05
Globe,C1BMBRFH1,1,2018,1e-05
Globe,C1BMBRFH1,1,2019,1e-05
Globe,C1BMBRFH1,1,2020,1e-05
Globe,C1BMBRFH1,1,2021,1e-05
Globe,C1BMBRFH1,1,2022,1e-05
Globe,C1BMBRFH1,1,2023,1e-05
Globe,C1BMBRFH1,1,2024,1e-05
Globe,C1BMBRFH1,1,2025,1e-05
Globe,C1BMBRFH1,1,2026,1e-05
Globe,C1BMBRFH1,1,2027,1e-05
Globe,C1BMBRFH1,1,2028,1e-05
Globe,C1BMBRFH1,1,2029,1e-05
Globe,C1BMBRFH1,1,2030,1e-05
Globe,C1BMBRFH1,1,2031,1e-05
Globe,C1BMBRFH1,1,2032,1e-05
Globe,C1BMBRFH1,1,2033,1e-05
Globe,C1BMBRFH1,1,2034,1e-05
Globe,C1BMBRFH1,1,2035,1e-05
Globe,C1BMBRFH1,1,2036,1e-05
Globe,C1BMBRFH1,1,2037,1e-05
Globe,C1BMBRFH1,1,2038,1e-05
Globe,C1BMBRFH1,1,2039,1e-05
Globe,C1BMBRFH1,1,2040,1e-05
Globe,C1BMBRFH1,1,2041,1e-05
Globe,C1BMBRFH1,1,2042,1e-05
Globe,C1BMBRFH1,1,2043,1e-05
Globe,C1BMBRFH1,1,2044,1e-05
Globe,C1BMBRFH1,1,2045,1e-05
Globe,C1BMBRFH1,1,2046,1e-05
Globe,C1BMBRFH1,1,2047,1e-05
Globe,C1BMBRFH1,1,2048,1e-05
Globe,C1BMBRFH1,1,2049,1e-05
Globe,C1BMBRFH1,1,2050,1e-05
Globe,C1BMBRFH1,1,2051,1e-05
Globe,C1BMBRFH1,1,2052,1e-05
Globe,C1BMBRFH1,1,2053,1e-05
Globe,C1BMBRFH1,1,2054,1e-05
Globe,C1BMBRFH1,1,2055,1e-05
Globe,C1BMBRFH1,1,2056,1e-05
Globe,C1BMBRFH1,1,2057,1e-05
Globe,C1BMBRFH1,1,2058,1e-05
Globe,C1BMBRFH1,1,2059,1e-05
Globe,C1BMBRFH1,1,2060,1e-05
Globe,C1BMBRFH1,2,2010,1e-05
Globe,C1BMBRFH1,2,2011,1e-05
Globe,C1BMBRFH1,2,2012,1e-05
Globe,C1BMBRFH1,2,2013,1e-05
Globe,C1BMBRFH1,2,2014,1e-05
Globe,C1BMBRFH1,2,2015,1e-05
Globe,C1BMBRFH1,2,2016,1e-05
Globe,C1BMBRFH1,2,2017,1e-05
Globe,C1BMBRFH1,2,2018,1e-05
Globe,C1BMBRFH1,2,2019,1e-05
Globe,C1BMBRFH1,2,2020,1e-05
Globe,C1BMBRFH1,2,2021,1e-05
Globe,C1BMBRFH1,2,2022,1e-05
Globe,C1BMBRFH1,2,2023,1e-05
Globe,C1BMBRFH1,2,2024,1e-05
Globe,C1BMBRFH1,2,2025,1e-05
Globe,C1BMBRFH1,2,2026,1e-05
Globe,C1BMBRFH1,2,2027,1e-05
Globe,C1BMBRFH1,2,2028,1e-05
Globe,C1BMBRFH1,2,2029,1e-05
Globe,C1BMBRFH1,2,2030,1e-05
Globe,C1BMBRFH1,2,2031,1e-05
Globe,C1BMBRFH1,2,2032,1e-05
Globe,C1BMBRFH1,2,2033,1e-05
Globe,C1BMBRFH1,2,2034,1e-05
Globe,C1BMBRFH1,2,2035,1e-05
Globe,C1BMBRFH1,2,2036,1e-05
Globe,C1BMBRFH1,2,2037,1e-05
Globe,C1BMBRFH1,2,2038,1e-05
Globe,C1BMBRFH1,2,2039,1e-05
Globe,C1BMBRFH1,2,2040,1e-05
Globe,C1BMBRFH1,2,2041,1e-05
Globe,C1BMBRFH1,2,2042,1e-05
Globe,C1BMBRFH1,2,2043,1e-05
Globe,C1BMBRFH1,2,2044,1e-05
Globe,C1BMBRFH1,2,2045,1e-05
Globe,C1BMBRFH1,2,2046,1e-05
Globe,C1BMBRFH1,2,2047,1e-05
Globe,C1BMBRFH1,2,2048,1e-05
Globe,C1BMBRFH1,2,2049,1e-05
Globe,C1BMBRFH1,2,2050,1e-05
Globe,C1BMBRFH1,2,2051,1e-05
Globe,C1BMBRFH1,2,2052,1e-05
Globe,C1BMBRFH1,2,2053,1e-05
Globe,C1BMBRFH1,2,2054,1e-05
Globe,C1BMBRFH1,2,2055,1e-05
Globe,C1BMBRFH1,2,2056,1e-05
Globe,C1BMBRFH1,2,2057,1e-05
Globe,C1BMBRFH1,2,2058,1e-05
Globe,C1BMBRFH1,2,2059,1e-05
Globe,C1BMBRFH1,2,2060,1e-05
Globe,C1BMBRFN1,1,2010,1e-05
Globe,C1BMBRFN1,1,2011,1e-05
Globe,C1BMBRFN1,1,2012,1e-05
Globe,C1BMBRFN1,1,2013,1e-05
Globe,C1BMBRFN1,1,2014,1e-05
Globe,C1BMBRFN1,1,2015,1e-05
Globe,C1BMBRFN1,1,2016,1e-05
Globe,C1BMBRFN1,1,2017,1e-05
Globe,C1BMBRFN1,1,2018,1e-05
Globe,C1BMBRFN1,1,2019,1e-05
Globe,C1BMBRFN1,1,2020,1e-05
Globe,C1BMBRFN1,1,2021,1e-05
Globe,C1BMBRFN1,1,2022,1e-05
Globe,C1BMBRFN1,1,2023,1e-05
Globe,C1BMBRFN1,1,2024,1e-05
Globe,C1BMBRFN1,1,2025,1e-05
Globe,C1BMBRFN1,1,2026,1e-05
Globe,C1BMBRFN1,1,2027,1e-05
Globe,C1BMBRFN1,1,2028,1e-05
Globe,C1BMBRFN1,1,2029,1e-05
Globe,C1BMBRFN1,1,2030,1e-05
Globe,C1BMBRFN1,1,2031,1e-05
Globe,C1BMBRFN1,1,2032,1e-05
Globe,C1BMBRFN1,1,2033,1e-05
Globe,C1BMBRFN1,1,2034,1e-05
Globe,C1BMBRFN1,1,2035,1e-05
Globe,C1BMBRFN1,1,2036,1e-05
Globe,C1BMBRFN1,1,2037,1e-05
Globe,C1BMBRFN1,1,2038,1e-05
Globe,C1BMBRFN1,1,2039,1e-05
Globe,C1BMBRFN1,1,2040,1e-05
Globe,C1BMBRFN1,1,2041,1e-05
Globe,C1BMBRFN1,1,2042,1e-05
Globe,C1BMBRFN1,1,2043,1e-05
Globe,C1BMBRFN1,1,2044,1e-05
Globe,C1BMBRFN1,1,2045,1e-05
Globe,C1BMBRFN1,1,2046,1e-05
Globe,C1BMBRFN1,1,2047,1e-05
Globe,C1BMBRFN1,1,2048,1e-05
Globe,C1BMBRFN1,1,2049,1e-05
Globe,C1BMBRFN1,1,2050,1e-05
Globe,C1BMBRFN1,1,2051,1e-05
Globe,C1BMBRFN1,1,2052,1e-05
Globe,C1BMBRFN1,1,2053,1e-05
Globe,C1BMBRFN1,1,2054,1e-05
Globe,C1BMBRFN1,1,2055,1e-05
Globe,C1BMBRFN1,1,2056,1e-05
Globe,C1BMBRFN1,1,2057,1e-05
Globe,C1BMBRFN1,1,2058,1e-05
Globe,C1BMBRFN1,1,2059,1e-05
Globe,C1BMBRFN1,1,2060,1e-05
Globe,C1BMBRFN1,2,2010,1e-05
Globe,C1BMBRFN1,2,2011,1e-05
Globe,C1BMBRFN1,2,2012,1e-05
Globe,C1BMBRFN1,2,2013,1e-05
Globe,C1BMBRFN1,2,2014,1e-05
Globe,C1BMBRFN1,2,2015,1e-05
Globe,C1BMBRFN1,2,2016,1e-05
Globe,C1BMBRFN1,2,2017,1e-05
Globe,C1BMBRFN1,2,2018,1e-05
Globe,C1BMBRFN1,2,2019,1e-05
Globe,C1BMBRFN1,2,2020,1e-05
Globe,C1BMBRFN1,2,2021,1e-05
Globe,C1BMBRFN1,2,2022,1e-05
Globe,C1BMBRFN1,2,2023,1e-05
Globe,C1BMBRFN1,2,2024,1e-05
Globe,C1BMBRFN1,2,2025,1e-05
Globe,C1BMBRFN1,2,2026,1e-05
Globe,C1BMBRFN1,2,2027,1e-05
Globe,C1BMBRFN1,2,2028,1e-05
Globe,C1BMBRFN1,2,2029,1e-05
Globe,C1BMBRFN1,2,2030,1e-05
Globe,C1BMBRFN1,2,2031,1e-05
Globe,C1BMBRFN1,2,2032,1e-05
Globe,C1BMBRFN1,2,2033,1e-05
Globe,C1BMBRFN1,2,2034,1e-05
Globe,C1BMBRFN1,2,2035,1e-05
Globe,C1BMBRFN1,2,2036,1e-05
Globe,C1BMBRFN1,2,2037,1e-05
Globe,C1BMBRFN1,2,2038,1e-05
Globe,C1BMBRFN1,2,2039,1e-05
Globe,C1BMBRFN1,2,2040,1e-05
Globe,C1BMBRFN1,2,2041,1e-05
Globe,C1BMBRFN1,2,2042,1e-05
Globe,C1BMBRFN1,2,2043,1e-05
Globe,C1BMBRFN1,2,2044,1e-05
Globe,C1BMBRFN1,2,2045,1e-05
Globe,C1BMBRFN1,2,2046,1e-05
Globe,C1BMBRFN1,2,2047,1e-05
Globe,C1BMBRFN1,2,2048,1e-05
Globe,C1BMBRFN1,2,2049,1e-05
